day,new features,edits
2012-12-10 00:00:00+05:45,758,142
2013-01-28 00:00:00+05:45,431,64
2013-05-25 00:00:00+05:45,2282,427
2009-07-02 00:00:00+05:45,8,42
2014-12-19 00:00:00+05:45,4001,1032
2016-06-22 00:00:00+05:45,0,1
2008-07-20 00:00:00+05:45,0,1
2013-03-02 00:00:00+05:45,3207,194
2013-08-21 00:00:00+05:45,4126,70
2014-10-19 00:00:00+05:45,538,57
2008-07-27 00:00:00+05:45,3,1
2014-10-17 00:00:00+05:45,2797,158
2013-03-27 00:00:00+05:45,7728,532
2015-04-03 00:00:00+05:45,0,3
2013-05-06 00:00:00+05:45,1933,672
2016-08-14 00:00:00+05:45,0,1
2013-08-08 00:00:00+05:45,2149,994
2009-11-10 00:00:00+05:45,51,10
2011-10-24 00:00:00+05:45,0,32
2013-04-05 00:00:00+05:45,2881,305
2009-11-25 00:00:00+05:45,19,10
2010-11-14 00:00:00+05:45,311,105
2013-10-03 00:00:00+05:45,8463,1210
2014-12-15 00:00:00+05:45,5812,243
2012-04-11 00:00:00+05:45,0,1
2013-09-25 00:00:00+05:45,443,532
2014-11-06 00:00:00+05:45,2742,82
2013-09-14 00:00:00+05:45,858,175
2011-01-29 00:00:00+05:45,0,2
2015-12-16 00:00:00+05:45,0,17
2014-02-06 00:00:00+05:45,681,108
2010-05-10 00:00:00+05:45,229,21
2014-05-24 00:00:00+05:45,808,11
2011-06-18 00:00:00+05:45,1009,646
2015-02-27 00:00:00+05:45,0,12
2012-12-27 00:00:00+05:45,334,272
2016-03-05 00:00:00+05:45,0,3
2011-07-15 00:00:00+05:45,33,19
2013-08-19 00:00:00+05:45,8717,265
2012-11-11 00:00:00+05:45,139,16
2016-04-01 00:00:00+05:45,0,4
2011-01-07 00:00:00+05:45,1,0
2015-03-09 00:00:00+05:45,0,1
2015-11-19 00:00:00+05:45,0,109
2012-01-18 00:00:00+05:45,235,51
2015-12-08 00:00:00+05:45,0,50
2014-11-17 00:00:00+05:45,1735,343
2011-02-28 00:00:00+05:45,57,3
2012-12-28 00:00:00+05:45,928,175
2012-07-24 00:00:00+05:45,3447,108
2016-04-12 00:00:00+05:45,0,1
2009-07-19 00:00:00+05:45,1,0
2012-06-12 00:00:00+05:45,15,35
2014-04-16 00:00:00+05:45,955,35
2015-11-25 00:00:00+05:45,0,1
2011-02-21 00:00:00+05:45,0,3
2014-01-07 00:00:00+05:45,47,30
2013-07-14 00:00:00+05:45,0,7
2012-04-29 00:00:00+05:45,0,1
2008-09-04 00:00:00+05:45,1427,317
2013-01-01 00:00:00+05:45,1106,707
2016-05-04 00:00:00+05:45,0,4
2009-12-04 00:00:00+05:45,0,4
2010-09-15 00:00:00+05:45,443,63
2011-11-10 00:00:00+05:45,1864,661
2013-06-20 00:00:00+05:45,15259,2991
2012-09-27 00:00:00+05:45,665,273
2010-06-07 00:00:00+05:45,33,33
2012-10-02 00:00:00+05:45,195,229
2014-11-25 00:00:00+05:45,9496,1124
2011-05-17 00:00:00+05:45,45,40
2016-05-24 00:00:00+05:45,0,145
2010-03-16 00:00:00+05:45,0,102
2010-06-29 00:00:00+05:45,0,1
2010-08-28 00:00:00+05:45,188,27
2010-08-25 00:00:00+05:45,0,1
2012-09-22 00:00:00+05:45,1380,604
2012-04-22 00:00:00+05:45,3,0
2012-08-15 00:00:00+05:45,335,128
2013-07-23 00:00:00+05:45,2958,189
2010-10-12 00:00:00+05:45,128,127
2013-10-13 00:00:00+05:45,2612,411
2009-11-27 00:00:00+05:45,0,1
2016-08-24 00:00:00+05:45,0,6
2015-04-13 00:00:00+05:45,0,4
2013-07-05 00:00:00+05:45,122,7265
2016-04-02 00:00:00+05:45,0,15
2011-12-18 00:00:00+05:45,55,3
2012-03-23 00:00:00+05:45,23,11
2007-08-28 00:00:00+05:45,963,0
2015-06-26 00:00:00+05:45,0,29
2009-06-18 00:00:00+05:45,0,1
2015-12-28 00:00:00+05:45,0,1
2008-03-22 00:00:00+05:45,114,19
2011-12-13 00:00:00+05:45,0,9
2014-08-30 00:00:00+05:45,5887,514
2012-06-10 00:00:00+05:45,931,1446
2013-10-28 00:00:00+05:45,906,1665
2012-06-04 00:00:00+05:45,178,340
2015-05-25 00:00:00+05:45,0,175
2016-04-03 00:00:00+05:45,0,6
2011-09-25 00:00:00+05:45,707,17
2016-09-18 00:00:00+05:45,0,1
2012-12-01 00:00:00+05:45,22,185
2012-10-19 00:00:00+05:45,95,37
2008-06-01 00:00:00+05:45,1452,17
2014-04-24 00:00:00+05:45,1019,891
2010-10-14 00:00:00+05:45,28,25
2014-12-18 00:00:00+05:45,708,368
2013-01-30 00:00:00+05:45,6411,207
2014-09-02 00:00:00+05:45,2131,424
2014-03-25 00:00:00+05:45,3347,554
2015-07-01 00:00:00+05:45,0,305
2011-09-30 00:00:00+05:45,310,292
2011-04-07 00:00:00+05:45,0,31
2012-01-22 00:00:00+05:45,46,6
2014-08-08 00:00:00+05:45,1623,44
2014-11-24 00:00:00+05:45,10996,1219
2010-08-13 00:00:00+05:45,33,89
2014-10-25 00:00:00+05:45,1090,24
2014-06-22 00:00:00+05:45,1451,402
2012-02-19 00:00:00+05:45,11,4
2009-09-21 00:00:00+05:45,1,9
2010-04-28 00:00:00+05:45,2,1
2016-01-08 00:00:00+05:45,0,25
2012-08-28 00:00:00+05:45,413,179
2012-10-17 00:00:00+05:45,1480,1580
2013-06-22 00:00:00+05:45,364,336
2016-08-22 00:00:00+05:45,0,2
2015-01-13 00:00:00+05:45,0,1
2013-08-12 00:00:00+05:45,759,939
2013-03-13 00:00:00+05:45,10474,661
2014-01-12 00:00:00+05:45,61,66
2012-02-06 00:00:00+05:45,0,25
2013-11-15 00:00:00+05:45,119,121
2015-05-13 00:00:00+05:45,0,48
2016-10-02 00:00:00+05:45,0,1
2008-09-26 00:00:00+05:45,3,0
2011-06-10 00:00:00+05:45,0,5
2016-03-20 00:00:00+05:45,0,177
2014-03-04 00:00:00+05:45,1151,51
2015-01-28 00:00:00+05:45,0,10
2011-01-24 00:00:00+05:45,28,2
2015-02-24 00:00:00+05:45,0,135
2011-06-23 00:00:00+05:45,36,18
2012-10-24 00:00:00+05:45,1029,88
2014-12-05 00:00:00+05:45,1335,388
2015-07-17 00:00:00+05:45,0,2
2014-08-23 00:00:00+05:45,5285,152
2009-12-05 00:00:00+05:45,1594,1
2014-07-09 00:00:00+05:45,567,900
2016-07-22 00:00:00+05:45,0,42
2015-04-11 00:00:00+05:45,0,54
2010-03-20 00:00:00+05:45,299,36
2013-10-12 00:00:00+05:45,379,62
2011-06-08 00:00:00+05:45,0,5
2012-08-29 00:00:00+05:45,1396,1119
2011-06-12 00:00:00+05:45,359,154
2009-04-08 00:00:00+05:45,172,554
2011-02-09 00:00:00+05:45,164,7
2012-05-01 00:00:00+05:45,19,0
2016-02-20 00:00:00+05:45,0,7
2014-08-13 00:00:00+05:45,2193,456
2013-04-14 00:00:00+05:45,0,13
2014-11-28 00:00:00+05:45,11918,3066
2014-02-24 00:00:00+05:45,456,175
2009-10-24 00:00:00+05:45,0,5
2015-10-08 00:00:00+05:45,0,1
2014-04-06 00:00:00+05:45,420,282
2012-06-06 00:00:00+05:45,0,78
2010-12-16 00:00:00+05:45,16,12
2015-04-22 00:00:00+05:45,0,163
2015-04-12 00:00:00+05:45,0,2
2014-05-03 00:00:00+05:45,171,321
2011-07-07 00:00:00+05:45,313,52
2014-07-01 00:00:00+05:45,803,177
2011-04-17 00:00:00+05:45,321,62
2009-02-26 00:00:00+05:45,94,24
2014-03-23 00:00:00+05:45,2513,166
2011-03-04 00:00:00+05:45,7,2
2010-03-22 00:00:00+05:45,614,20
2015-01-01 00:00:00+05:45,0,5
2016-09-11 00:00:00+05:45,0,4
2014-07-26 00:00:00+05:45,2028,195
2014-04-08 00:00:00+05:45,344,10
2013-06-11 00:00:00+05:45,1416,448
2013-09-29 00:00:00+05:45,2271,974
2014-07-27 00:00:00+05:45,631,170
2014-03-20 00:00:00+05:45,982,371
2014-08-25 00:00:00+05:45,742,203
2011-08-30 00:00:00+05:45,29,14
2008-11-21 00:00:00+05:45,6,37
2015-03-06 00:00:00+05:45,0,8
2013-11-04 00:00:00+05:45,997,478
2010-08-22 00:00:00+05:45,3,4
2010-06-25 00:00:00+05:45,4,8
2013-05-02 00:00:00+05:45,3556,389
2012-09-14 00:00:00+05:45,3368,136
2011-11-30 00:00:00+05:45,646,245
2012-02-14 00:00:00+05:45,32,30
2015-06-25 00:00:00+05:45,0,42
2011-04-27 00:00:00+05:45,2,15
2012-04-23 00:00:00+05:45,1,4
2010-05-31 00:00:00+05:45,11,0
2015-12-09 00:00:00+05:45,0,22
2014-07-19 00:00:00+05:45,1233,41
2010-02-01 00:00:00+05:45,0,1
2012-03-01 00:00:00+05:45,81,23
2011-01-28 00:00:00+05:45,1363,31
2011-06-28 00:00:00+05:45,65,9
2014-04-29 00:00:00+05:45,1623,259
2014-07-07 00:00:00+05:45,3599,294
2016-06-07 00:00:00+05:45,0,4
2015-09-24 00:00:00+05:45,0,1
2010-05-24 00:00:00+05:45,3,4
2013-03-07 00:00:00+05:45,12451,1046
2013-05-01 00:00:00+05:45,5527,2272
2011-08-19 00:00:00+05:45,494,137
2011-10-12 00:00:00+05:45,13,24
2013-05-03 00:00:00+05:45,2188,406
2014-05-31 00:00:00+05:45,143,16
2011-01-25 00:00:00+05:45,0,1
2012-09-17 00:00:00+05:45,1501,248
2014-01-23 00:00:00+05:45,1190,123
2009-05-25 00:00:00+05:45,26,5
2010-06-15 00:00:00+05:45,0,1
2013-01-24 00:00:00+05:45,626,174
2015-07-09 00:00:00+05:45,0,78
2013-03-21 00:00:00+05:45,3220,1409
2012-10-21 00:00:00+05:45,298,62
2014-10-31 00:00:00+05:45,1068,999
2010-05-23 00:00:00+05:45,144,19
2013-06-04 00:00:00+05:45,1877,359
2013-02-19 00:00:00+05:45,2575,184
2010-06-20 00:00:00+05:45,0,5
2008-05-15 00:00:00+05:45,5,3
2014-06-30 00:00:00+05:45,511,196
2011-03-07 00:00:00+05:45,11,9
2008-06-23 00:00:00+05:45,51,1
2011-05-07 00:00:00+05:45,777,532
2012-06-24 00:00:00+05:45,34,249
2014-03-18 00:00:00+05:45,1013,125
2015-03-03 00:00:00+05:45,0,31
2016-06-03 00:00:00+05:45,0,7
2009-01-26 00:00:00+05:45,1536,4738
2013-10-01 00:00:00+05:45,9294,1582
2014-12-16 00:00:00+05:45,167,12
2014-11-04 00:00:00+05:45,209,103
2008-01-26 00:00:00+05:45,0,1
2011-07-04 00:00:00+05:45,1587,262
2011-10-07 00:00:00+05:45,7,0
2013-10-30 00:00:00+05:45,2016,136
2014-05-15 00:00:00+05:45,117,28
2015-07-29 00:00:00+05:45,0,7
2016-04-13 00:00:00+05:45,0,1
2015-08-19 00:00:00+05:45,0,1
2012-11-28 00:00:00+05:45,3287,179
2010-08-10 00:00:00+05:45,153,14
2014-01-18 00:00:00+05:45,8255,232
2013-12-19 00:00:00+05:45,3012,41
2015-06-10 00:00:00+05:45,0,3
2009-12-29 00:00:00+05:45,191,2
2016-04-10 00:00:00+05:45,0,2
2012-07-13 00:00:00+05:45,255,297
2012-11-24 00:00:00+05:45,420,151
2014-09-19 00:00:00+05:45,10824,259
2014-08-01 00:00:00+05:45,60,107
2008-11-08 00:00:00+05:45,4670,0
2012-05-05 00:00:00+05:45,156,22
2014-02-02 00:00:00+05:45,730,43
2011-07-05 00:00:00+05:45,4168,829
2013-12-03 00:00:00+05:45,2848,726
2010-11-16 00:00:00+05:45,369,160
2012-07-01 00:00:00+05:45,45,6
2010-11-23 00:00:00+05:45,111,80
2012-06-14 00:00:00+05:45,31,41
2013-03-10 00:00:00+05:45,4185,447
2009-08-14 00:00:00+05:45,0,5
2012-05-15 00:00:00+05:45,152,204
2011-03-24 00:00:00+05:45,0,1
2010-12-06 00:00:00+05:45,0,1
2014-12-13 00:00:00+05:45,772,283
2015-12-20 00:00:00+05:45,0,1
2011-03-29 00:00:00+05:45,0,1
2011-05-28 00:00:00+05:45,283,79
2010-12-19 00:00:00+05:45,2925,26
2012-10-06 00:00:00+05:45,762,358
2014-05-27 00:00:00+05:45,1408,191
2014-06-06 00:00:00+05:45,3381,210
2012-11-26 00:00:00+05:45,335,338
2014-06-01 00:00:00+05:45,14,5
2016-06-08 00:00:00+05:45,0,24
2015-05-30 00:00:00+05:45,0,3
2013-08-22 00:00:00+05:45,4611,2582
2016-10-05 00:00:00+05:45,0,2
2013-12-11 00:00:00+05:45,0,1
2015-05-21 00:00:00+05:45,0,79
2009-03-06 00:00:00+05:45,0,226
2015-07-30 00:00:00+05:45,0,1
2016-04-26 00:00:00+05:45,0,1
2008-10-22 00:00:00+05:45,4653,5938
2011-02-03 00:00:00+05:45,253,45
2014-10-28 00:00:00+05:45,5860,288
2008-06-08 00:00:00+05:45,29,12
2013-09-15 00:00:00+05:45,4514,3684
2007-07-03 00:00:00+05:45,368,0
2014-06-04 00:00:00+05:45,2,6
2009-08-06 00:00:00+05:45,2742,84
2012-03-27 00:00:00+05:45,3,4
2008-06-05 00:00:00+05:45,231,38
2013-09-24 00:00:00+05:45,822,1738
2013-05-16 00:00:00+05:45,1658,471
2014-01-14 00:00:00+05:45,103,107
2009-08-31 00:00:00+05:45,779,52
2011-07-31 00:00:00+05:45,139,20
2015-07-13 00:00:00+05:45,0,30
2011-12-01 00:00:00+05:45,70,108
2013-05-09 00:00:00+05:45,1533,547
2016-05-01 00:00:00+05:45,0,2
2015-01-24 00:00:00+05:45,0,7
2012-10-12 00:00:00+05:45,2080,4797
2008-06-29 00:00:00+05:45,2,0
2011-02-01 00:00:00+05:45,2363,60
2011-05-12 00:00:00+05:45,1019,207
2015-01-30 00:00:00+05:45,0,17
2012-07-18 00:00:00+05:45,25,123
2011-01-22 00:00:00+05:45,1,1
2008-10-08 00:00:00+05:45,32,123
2013-07-24 00:00:00+05:45,655,308
2016-03-28 00:00:00+05:45,0,7
2011-06-11 00:00:00+05:45,0,12
2011-09-12 00:00:00+05:45,0,1
2010-12-17 00:00:00+05:45,33,2
2016-06-13 00:00:00+05:45,0,174
2012-02-25 00:00:00+05:45,48,3
2011-02-02 00:00:00+05:45,75,61
2014-05-20 00:00:00+05:45,2779,582
2010-10-16 00:00:00+05:45,0,1
2013-12-24 00:00:00+05:45,82,256
2016-08-17 00:00:00+05:45,0,1
2015-08-27 00:00:00+05:45,0,2
2011-08-24 00:00:00+05:45,2,3
2014-08-29 00:00:00+05:45,7751,603
2012-01-17 00:00:00+05:45,66,130
2009-03-12 00:00:00+05:45,0,1
2013-08-05 00:00:00+05:45,1314,171
2014-01-03 00:00:00+05:45,744,8
2015-11-26 00:00:00+05:45,0,13
2008-09-05 00:00:00+05:45,638,29
2014-03-30 00:00:00+05:45,63,326
2009-09-05 00:00:00+05:45,1492,98
2012-05-20 00:00:00+05:45,57,224
2011-02-13 00:00:00+05:45,0,3
2014-03-21 00:00:00+05:45,2129,5754
2014-09-12 00:00:00+05:45,9195,656
2008-09-13 00:00:00+05:45,4974,1509
2008-03-27 00:00:00+05:45,1,2
2009-02-23 00:00:00+05:45,41,530
2016-07-03 00:00:00+05:45,0,1
2012-02-04 00:00:00+05:45,8,4
2016-07-07 00:00:00+05:45,0,25
2011-11-21 00:00:00+05:45,24,152
2016-03-12 00:00:00+05:45,0,4
2012-01-16 00:00:00+05:45,0,5
2010-06-02 00:00:00+05:45,30,38
2014-09-04 00:00:00+05:45,4464,296
2016-08-12 00:00:00+05:45,0,4
2013-04-01 00:00:00+05:45,2516,132
2015-06-19 00:00:00+05:45,0,10
2011-06-22 00:00:00+05:45,4,139
2011-02-24 00:00:00+05:45,0,2
2012-06-07 00:00:00+05:45,190,1497
2013-04-07 00:00:00+05:45,11045,900
2013-02-21 00:00:00+05:45,4130,556
2013-02-12 00:00:00+05:45,1298,262
2012-08-01 00:00:00+05:45,939,853
2012-03-11 00:00:00+05:45,2548,12
2016-10-23 00:00:00+05:45,0,7
2012-09-24 00:00:00+05:45,9,4
2007-11-10 00:00:00+05:45,36,0
2015-08-07 00:00:00+05:45,0,27
2013-05-14 00:00:00+05:45,4179,2295
2012-05-25 00:00:00+05:45,29,4
2014-11-27 00:00:00+05:45,3346,165
2008-12-07 00:00:00+05:45,1975,26
2016-05-25 00:00:00+05:45,0,7
2008-11-06 00:00:00+05:45,0,2
2012-05-12 00:00:00+05:45,29,23
2009-11-19 00:00:00+05:45,1882,669
2012-05-06 00:00:00+05:45,1156,115
2014-07-03 00:00:00+05:45,2261,228
2010-10-30 00:00:00+05:45,0,1
2013-08-06 00:00:00+05:45,660,269
2009-06-19 00:00:00+05:45,739,98
2016-03-02 00:00:00+05:45,0,3
2010-05-22 00:00:00+05:45,2,35
2013-10-09 00:00:00+05:45,187,258
2015-03-08 00:00:00+05:45,0,1
2014-11-14 00:00:00+05:45,1419,256
2009-01-20 00:00:00+05:45,0,432
2013-04-25 00:00:00+05:45,3912,485
2009-08-26 00:00:00+05:45,0,1
2013-10-22 00:00:00+05:45,44,20
2010-10-02 00:00:00+05:45,0,1
2014-08-12 00:00:00+05:45,1241,142
2014-08-26 00:00:00+05:45,3641,561
2014-11-16 00:00:00+05:45,2427,511
2016-04-04 00:00:00+05:45,0,71
2012-02-24 00:00:00+05:45,25,219
2011-08-11 00:00:00+05:45,342,49
2014-07-31 00:00:00+05:45,78,140
2013-08-28 00:00:00+05:45,3804,430
2012-12-31 00:00:00+05:45,766,131
2011-11-17 00:00:00+05:45,41,42
2012-11-09 00:00:00+05:45,624,155
2015-10-31 00:00:00+05:45,0,1
2012-10-16 00:00:00+05:45,973,1017
2013-07-27 00:00:00+05:45,8,33
2014-07-12 00:00:00+05:45,299,53
2014-11-07 00:00:00+05:45,2108,448
2014-04-19 00:00:00+05:45,963,546
2013-11-23 00:00:00+05:45,0,19
2012-07-21 00:00:00+05:45,5352,376
2013-03-28 00:00:00+05:45,3467,265
2011-10-13 00:00:00+05:45,5,12
2016-05-26 00:00:00+05:45,0,23
2010-05-03 00:00:00+05:45,30,6
2016-06-19 00:00:00+05:45,0,18
2011-04-29 00:00:00+05:45,0,2
2013-11-13 00:00:00+05:45,114,87
2012-08-20 00:00:00+05:45,236,867
2015-05-04 00:00:00+05:45,0,360
2012-06-29 00:00:00+05:45,476,227
2012-09-18 00:00:00+05:45,1996,865
2012-09-10 00:00:00+05:45,367,604
2008-09-24 00:00:00+05:45,246,9
2008-08-27 00:00:00+05:45,0,2
2012-06-20 00:00:00+05:45,842,332
2015-06-07 00:00:00+05:45,0,14
2010-10-10 00:00:00+05:45,177,53
2012-07-03 00:00:00+05:45,418,236
2011-12-29 00:00:00+05:45,30,10
2011-02-20 00:00:00+05:45,0,1
2012-06-13 00:00:00+05:45,3,0
2011-11-12 00:00:00+05:45,9,4
2011-01-23 00:00:00+05:45,1,4
2015-03-01 00:00:00+05:45,0,34
2012-01-31 00:00:00+05:45,8,12
2015-03-11 00:00:00+05:45,0,9
2010-05-14 00:00:00+05:45,0,14
2010-08-30 00:00:00+05:45,452,56
2012-12-07 00:00:00+05:45,1450,1147
2013-12-01 00:00:00+05:45,597,25
2011-01-01 00:00:00+05:45,245,31
2009-06-04 00:00:00+05:45,10,3
2013-01-17 00:00:00+05:45,2083,858
2011-03-05 00:00:00+05:45,187,47
2009-02-08 00:00:00+05:45,0,1
2013-02-24 00:00:00+05:45,44167,2933
2015-06-13 00:00:00+05:45,0,8
2011-09-01 00:00:00+05:45,6,15
2012-07-26 00:00:00+05:45,149,380
2016-03-25 00:00:00+05:45,0,2
2014-02-14 00:00:00+05:45,21,7
2013-04-06 00:00:00+05:45,1487,152
2013-08-15 00:00:00+05:45,4885,2050
2014-08-02 00:00:00+05:45,0,1
2014-07-14 00:00:00+05:45,6,2
2009-09-02 00:00:00+05:45,635,14
2015-11-10 00:00:00+05:45,0,7
2012-11-18 00:00:00+05:45,500,53
2009-09-09 00:00:00+05:45,99,29
2015-05-14 00:00:00+05:45,0,177
2013-10-25 00:00:00+05:45,1470,703
2009-12-18 00:00:00+05:45,127,0
2013-05-21 00:00:00+05:45,6951,595
2014-08-28 00:00:00+05:45,8859,1001
2014-01-01 00:00:00+05:45,46,9
2010-10-11 00:00:00+05:45,0,3
2015-12-27 00:00:00+05:45,0,33
2014-03-03 00:00:00+05:45,3375,79
2016-07-11 00:00:00+05:45,0,18
2009-01-06 00:00:00+05:45,1053,2941
2013-01-21 00:00:00+05:45,59,45
2010-06-11 00:00:00+05:45,2,4
2011-03-21 00:00:00+05:45,19,14
2010-02-20 00:00:00+05:45,0,6
2010-12-13 00:00:00+05:45,631,53
2010-04-11 00:00:00+05:45,0,1
2009-12-21 00:00:00+05:45,0,3
2011-06-05 00:00:00+05:45,0,1
2008-07-10 00:00:00+05:45,0,1
2012-10-09 00:00:00+05:45,851,1714
2013-11-01 00:00:00+05:45,4496,1930
2009-02-07 00:00:00+05:45,33,4
2013-11-18 00:00:00+05:45,948,134
2014-06-13 00:00:00+05:45,1120,225
2008-04-20 00:00:00+05:45,2,6
2011-03-12 00:00:00+05:45,0,1
2012-06-21 00:00:00+05:45,12,771
2016-03-01 00:00:00+05:45,0,6
2014-04-22 00:00:00+05:45,5152,201
2015-04-09 00:00:00+05:45,0,8
2013-11-05 00:00:00+05:45,4120,1174
2008-12-31 00:00:00+05:45,0,102
2014-09-16 00:00:00+05:45,7251,1009
2011-10-19 00:00:00+05:45,976,41
2015-07-23 00:00:00+05:45,0,3
2012-09-16 00:00:00+05:45,494,42
2010-11-10 00:00:00+05:45,90,11
2008-06-07 00:00:00+05:45,675,17
2013-11-14 00:00:00+05:45,1344,1505
2013-05-11 00:00:00+05:45,249,475
2011-05-15 00:00:00+05:45,29,9
2016-08-09 00:00:00+05:45,0,2
2014-08-21 00:00:00+05:45,5625,1332
2015-06-22 00:00:00+05:45,0,196
2010-09-10 00:00:00+05:45,0,1
2012-09-26 00:00:00+05:45,492,401
2013-03-22 00:00:00+05:45,4113,418
2009-12-06 00:00:00+05:45,1486,0
2012-07-22 00:00:00+05:45,5491,319
2012-01-13 00:00:00+05:45,0,4
2013-01-29 00:00:00+05:45,469,279
2016-03-06 00:00:00+05:45,0,5
2015-08-10 00:00:00+05:45,0,1
2009-03-10 00:00:00+05:45,75,235
2014-07-25 00:00:00+05:45,599,25
2016-05-16 00:00:00+05:45,0,25
2012-04-24 00:00:00+05:45,0,1
2009-04-09 00:00:00+05:45,0,1
2014-09-30 00:00:00+05:45,4907,452
2012-08-23 00:00:00+05:45,323,31
2014-09-07 00:00:00+05:45,8237,518
2014-07-08 00:00:00+05:45,2170,301
2013-07-30 00:00:00+05:45,456,447
2015-02-18 00:00:00+05:45,0,38
2015-12-03 00:00:00+05:45,0,7
2013-05-27 00:00:00+05:45,2416,396
2014-09-14 00:00:00+05:45,9431,345
2010-12-23 00:00:00+05:45,499,8
2011-03-15 00:00:00+05:45,0,1
2011-08-06 00:00:00+05:45,5128,113
2013-10-04 00:00:00+05:45,9668,418
2011-10-10 00:00:00+05:45,700,26
2010-01-27 00:00:00+05:45,0,14
2013-05-30 00:00:00+05:45,5920,618
2011-07-12 00:00:00+05:45,0,727
2013-01-10 00:00:00+05:45,324,2093
2014-04-12 00:00:00+05:45,5,4
2010-03-09 00:00:00+05:45,0,6
2012-07-15 00:00:00+05:45,26,57
2014-04-13 00:00:00+05:45,7,51
2013-10-27 00:00:00+05:45,642,703
2011-11-27 00:00:00+05:45,3375,26
2009-09-30 00:00:00+05:45,0,1
2009-05-06 00:00:00+05:45,45,7
2011-11-03 00:00:00+05:45,1560,271
2016-05-09 00:00:00+05:45,0,2
2013-07-17 00:00:00+05:45,2231,417
2012-06-19 00:00:00+05:45,19,330
2012-10-22 00:00:00+05:45,570,68
2007-12-13 00:00:00+05:45,6,1
2011-11-14 00:00:00+05:45,27,53
2015-03-19 00:00:00+05:45,0,92
2013-11-07 00:00:00+05:45,12718,2129
2014-08-03 00:00:00+05:45,4364,347
2015-04-17 00:00:00+05:45,0,13
2012-08-16 00:00:00+05:45,5,0
2014-09-11 00:00:00+05:45,9777,1035
2014-03-29 00:00:00+05:45,4,3
2011-01-30 00:00:00+05:45,309,13
2012-11-04 00:00:00+05:45,394,300
2013-03-01 00:00:00+05:45,2605,156
2016-06-28 00:00:00+05:45,0,16
2010-04-27 00:00:00+05:45,52,17
2008-09-14 00:00:00+05:45,0,7
2013-03-15 00:00:00+05:45,5181,265
2012-05-28 00:00:00+05:45,143,80
2012-03-26 00:00:00+05:45,75,2
2012-10-10 00:00:00+05:45,268,826
2013-01-04 00:00:00+05:45,491,1871
2011-10-23 00:00:00+05:45,46,8
2013-01-05 00:00:00+05:45,0,5
2009-12-07 00:00:00+05:45,0,2
2015-04-26 00:00:00+05:45,0,1787
2007-07-05 00:00:00+05:45,687,0
2013-07-22 00:00:00+05:45,504,24
2014-07-17 00:00:00+05:45,2527,382
2014-07-10 00:00:00+05:45,246,123
2011-04-26 00:00:00+05:45,0,1
2010-08-19 00:00:00+05:45,0,1
2013-02-25 00:00:00+05:45,15268,1046
2008-11-24 00:00:00+05:45,27,215
2011-08-09 00:00:00+05:45,1195,30
2011-07-08 00:00:00+05:45,1372,327
2015-01-11 00:00:00+05:45,0,7
2013-03-26 00:00:00+05:45,450,214
2013-07-08 00:00:00+05:45,553,1519
2014-08-16 00:00:00+05:45,324,226
2007-06-13 00:00:00+05:45,121,0
2013-02-17 00:00:00+05:45,2428,104
2015-03-25 00:00:00+05:45,0,421
2011-11-20 00:00:00+05:45,191,218
2013-02-22 00:00:00+05:45,7385,2118
2012-11-01 00:00:00+05:45,141,53
2011-06-07 00:00:00+05:45,0,3
2013-08-10 00:00:00+05:45,7424,294
2014-10-14 00:00:00+05:45,4336,108
2014-12-08 00:00:00+05:45,138,43
2015-02-16 00:00:00+05:45,0,21
2014-03-26 00:00:00+05:45,924,854
2011-01-27 00:00:00+05:45,452,88
2012-07-30 00:00:00+05:45,1,550
2008-04-06 00:00:00+05:45,6,1
2015-02-15 00:00:00+05:45,0,102
2015-06-04 00:00:00+05:45,0,17
2012-10-05 00:00:00+05:45,2697,418
2010-09-07 00:00:00+05:45,817,1
2012-06-22 00:00:00+05:45,94,1320
2010-12-18 00:00:00+05:45,1518,188
2012-03-16 00:00:00+05:45,2138,46
2015-02-20 00:00:00+05:45,0,131
2009-01-12 00:00:00+05:45,2,711
2013-01-09 00:00:00+05:45,410,581
2014-12-03 00:00:00+05:45,3740,67
2013-07-15 00:00:00+05:45,239,206
2014-08-18 00:00:00+05:45,6819,189
2010-03-21 00:00:00+05:45,1146,231
2008-11-20 00:00:00+05:45,12,211
2016-04-07 00:00:00+05:45,0,9
2009-06-12 00:00:00+05:45,2,0
2011-07-13 00:00:00+05:45,65,13
2014-10-04 00:00:00+05:45,10430,1232
2014-11-20 00:00:00+05:45,264,24
2015-02-12 00:00:00+05:45,0,42
2015-06-29 00:00:00+05:45,0,6
2012-10-18 00:00:00+05:45,239,10
2015-07-05 00:00:00+05:45,0,33
2015-07-21 00:00:00+05:45,0,5
2012-08-19 00:00:00+05:45,362,1347
2016-05-13 00:00:00+05:45,0,15
2012-12-30 00:00:00+05:45,299,1348
2014-08-22 00:00:00+05:45,0,3
2013-02-05 00:00:00+05:45,1922,87
2011-11-25 00:00:00+05:45,13,4
2010-06-14 00:00:00+05:45,0,4
2016-08-01 00:00:00+05:45,0,36
2010-12-08 00:00:00+05:45,0,20
2012-08-10 00:00:00+05:45,234,3
2009-08-08 00:00:00+05:45,20,39
2015-06-24 00:00:00+05:45,0,21
2016-09-21 00:00:00+05:45,0,170
2012-06-17 00:00:00+05:45,237,597
2011-04-28 00:00:00+05:45,0,3
